"region","alder","statistikkvariabel","måned","value"
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2015M11",23
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2016M11",25
"Åfjord","30-74 år","Personer registrert helt arbeidsledige","2017M11",11
"Roan","15-74 år","Personer registrert helt arbeidsledige","2009M11",10
"Roan","15-74 år","Personer registrert helt arbeidsledige","2011M11",8
"Roan","15-74 år","Personer registrert helt arbeidsledige","2012M11",21
"Roan","15-74 år","Personer registrert helt arbeidsledige","2013M11",15
"Roan","15-74 år","Personer registrert helt arbeidsledige","2014M11",9
"Roan","15-74 år","Personer registrert helt arbeidsledige","2015M11",23
"Roan","15-74 år","Personer registrert helt arbeidsledige","2016M11",16
"Roan","15-29 år","Personer registrert helt arbeidsledige","2009M11",3
"Roan","15-29 år","Personer registrert helt arbeidsledige","2012M11",5
"Roan","15-29 år","Personer registrert helt arbeidsledige","2013M11",4
"Roan","15-29 år","Personer registrert helt arbeidsledige","2014M11",5
"Roan","15-29 år","Personer registrert helt arbeidsledige","2015M11",3
"Roan","15-29 år","Personer registrert helt arbeidsledige","2016M11",6
"Roan","30-74 år","Personer registrert helt arbeidsledige","2009M11",7
"Roan","30-74 år","Personer registrert helt arbeidsledige","2010M11",8
"Roan","30-74 år","Personer registrert helt arbeidsledige","2012M11",16
"Roan","30-74 år","Personer registrert helt arbeidsledige","2013M11",11
"Roan","30-74 år","Personer registrert helt arbeidsledige","2014M11",4
"Roan","30-74 år","Personer registrert helt arbeidsledige","2015M11",20
"Roan","30-74 år","Personer registrert helt arbeidsledige","2016M11",10
"Roan","30-74 år","Personer registrert helt arbeidsledige","2017M11",7
"Osen","15-74 år","Personer registrert helt arbeidsledige","2009M11",11
"Osen","15-74 år","Personer registrert helt arbeidsledige","2010M11",13
"Osen","15-74 år","Personer registrert helt arbeidsledige","2011M11",9
"Osen","15-74 år","Personer registrert helt arbeidsledige","2013M11",4
"Osen","15-74 år","Personer registrert helt arbeidsledige","2015M11",7
"Osen","15-29 år","Personer registrert helt arbeidsledige","2009M11",4
"Osen","15-29 år","Personer registrert helt arbeidsledige","2010M11",5
"Osen","15-29 år","Personer registrert helt arbeidsledige","2011M11",3
"Osen","15-29 år","Personer registrert helt arbeidsledige","2015M11",3
"Osen","30-74 år","Personer registrert helt arbeidsledige","2009M11",7
"Osen","30-74 år","Personer registrert helt arbeidsledige","2010M11",8
"Osen","30-74 år","Personer registrert helt arbeidsledige","2011M11",6
"Osen","30-74 år","Personer registrert helt arbeidsledige","2012M11",7
"Osen","30-74 år","Personer registrert helt arbeidsledige","2014M11",8
"Osen","30-74 år","Personer registrert helt arbeidsledige","2015M11",4
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2009M11",49
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2010M11",73
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2011M11",69
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2012M11",76
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2013M11",80
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2014M11",90
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2015M11",65
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2016M11",74
"Oppdal","15-74 år","Personer registrert helt arbeidsledige","2017M11",61
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2009M11",13
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2010M11",27
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2011M11",20
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2012M11",21
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2013M11",23
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2014M11",14
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2015M11",10
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2016M11",16
"Oppdal","15-29 år","Personer registrert helt arbeidsledige","2017M11",14
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2009M11",36
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2010M11",46
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2011M11",49
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2012M11",55
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2013M11",57
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2014M11",76
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2015M11",55
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2016M11",58
"Oppdal","30-74 år","Personer registrert helt arbeidsledige","2017M11",47
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2009M11",19
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2010M11",26
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2011M11",15
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2012M11",18
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2013M11",21
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2014M11",23
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2015M11",16
"Rennebu","15-74 år","Personer registrert helt arbeidsledige","2016M11",13
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2009M11",8
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2010M11",8
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2011M11",3
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2012M11",10
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2013M11",11
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2014M11",6
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2015M11",4
"Rennebu","15-29 år","Personer registrert helt arbeidsledige","2016M11",4
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2009M11",11
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2010M11",18
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2011M11",12
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2012M11",8
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2013M11",10
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2014M11",17
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2015M11",12
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2016M11",9
"Rennebu","30-74 år","Personer registrert helt arbeidsledige","2017M11",7
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2009M11",45
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2010M11",45
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2011M11",31
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2012M11",38
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2013M11",48
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2014M11",43
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2015M11",43
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2016M11",44
"Meldal","15-74 år","Personer registrert helt arbeidsledige","2017M11",44
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2009M11",20
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2010M11",25
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2011M11",16
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2012M11",10
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2013M11",19
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2014M11",10
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2015M11",10
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2016M11",12
"Meldal","15-29 år","Personer registrert helt arbeidsledige","2017M11",20
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2009M11",25
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2010M11",20
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2011M11",15
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2012M11",28
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2013M11",29
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2014M11",33
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2015M11",33
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2016M11",32
"Meldal","30-74 år","Personer registrert helt arbeidsledige","2017M11",24
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2009M11",171
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2010M11",152
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2011M11",123
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2012M11",136
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2013M11",126
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2014M11",129
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2015M11",150
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2016M11",131
"Orkdal","15-74 år","Personer registrert helt arbeidsledige","2017M11",108
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2009M11",68
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2010M11",61
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2011M11",46
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2012M11",63
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2013M11",38
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2014M11",49
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2015M11",57
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2016M11",61
"Orkdal","15-29 år","Personer registrert helt arbeidsledige","2017M11",38
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2009M11",103
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2010M11",91
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2011M11",77
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2012M11",73
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2013M11",88
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2014M11",80
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2015M11",93
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2016M11",70
"Orkdal","30-74 år","Personer registrert helt arbeidsledige","2017M11",70
"Røros","15-74 år","Personer registrert helt arbeidsledige","2009M11",69
"Røros","15-74 år","Personer registrert helt arbeidsledige","2010M11",47
"Røros","15-74 år","Personer registrert helt arbeidsledige","2011M11",49
"Røros","15-74 år","Personer registrert helt arbeidsledige","2012M11",52
"Røros","15-74 år","Personer registrert helt arbeidsledige","2013M11",36
"Røros","15-74 år","Personer registrert helt arbeidsledige","2014M11",54
"Røros","15-74 år","Personer registrert helt arbeidsledige","2015M11",52
"Røros","15-74 år","Personer registrert helt arbeidsledige","2016M11",52
"Røros","15-74 år","Personer registrert helt arbeidsledige","2017M11",50
"Røros","15-29 år","Personer registrert helt arbeidsledige","2009M11",16
"Røros","15-29 år","Personer registrert helt arbeidsledige","2010M11",12
"Røros","15-29 år","Personer registrert helt arbeidsledige","2011M11",12
"Røros","15-29 år","Personer registrert helt arbeidsledige","2012M11",17
"Røros","15-29 år","Personer registrert helt arbeidsledige","2013M11",8
"Røros","15-29 år","Personer registrert helt arbeidsledige","2014M11",20
"Røros","15-29 år","Personer registrert helt arbeidsledige","2015M11",14
"Røros","15-29 år","Personer registrert helt arbeidsledige","2016M11",21
"Røros","15-29 år","Personer registrert helt arbeidsledige","2017M11",16
"Røros","30-74 år","Personer registrert helt arbeidsledige","2009M11",53
"Røros","30-74 år","Personer registrert helt arbeidsledige","2010M11",35
"Røros","30-74 år","Personer registrert helt arbeidsledige","2011M11",37
"Røros","30-74 år","Personer registrert helt arbeidsledige","2012M11",35
"Røros","30-74 år","Personer registrert helt arbeidsledige","2013M11",28
"Røros","30-74 år","Personer registrert helt arbeidsledige","2014M11",34
"Røros","30-74 år","Personer registrert helt arbeidsledige","2015M11",38
"Røros","30-74 år","Personer registrert helt arbeidsledige","2016M11",31
"Røros","30-74 år","Personer registrert helt arbeidsledige","2017M11",34
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2009M11",27
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2010M11",24
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2011M11",16
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2013M11",22
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2014M11",22
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2016M11",14
"Holtålen","15-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2009M11",10
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2010M11",7
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2011M11",3
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2013M11",5
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2014M11",6
"Holtålen","15-29 år","Personer registrert helt arbeidsledige","2016M11",7
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2009M11",17
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2010M11",17
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2011M11",13
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2012M11",13
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2013M11",17
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2014M11",16
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2015M11",17
"Holtålen","30-74 år","Personer registrert helt arbeidsledige","2016M11",7
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2009M11",52
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2010M11",66
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2011M11",61
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2012M11",65
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2013M11",66
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2014M11",111
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2015M11",89
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2016M11",76
"Midtre Gauldal","15-74 år","Personer registrert helt arbeidsledige","2017M11",69
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2009M11",21
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2010M11",30
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2011M11",32
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2012M11",24
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2013M11",33
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2014M11",50
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2015M11",22
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2016M11",30
"Midtre Gauldal","15-29 år","Personer registrert helt arbeidsledige","2017M11",23
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2009M11",31
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2010M11",36
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2011M11",29
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2012M11",41
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2013M11",33
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2014M11",61
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2015M11",67
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2016M11",46
"Midtre Gauldal","30-74 år","Personer registrert helt arbeidsledige","2017M11",46
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2009M11",176
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2010M11",191
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2011M11",141
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2012M11",150
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2013M11",158
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2014M11",160
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2015M11",167
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2016M11",208
"Melhus","15-74 år","Personer registrert helt arbeidsledige","2017M11",161
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2009M11",65
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2010M11",76
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2011M11",46
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2012M11",66
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2013M11",57
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2014M11",60
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2015M11",60
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2016M11",62
"Melhus","15-29 år","Personer registrert helt arbeidsledige","2017M11",59
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2009M11",111
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2010M11",115
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2011M11",95
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2012M11",84
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2013M11",101
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2014M11",100
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2015M11",107
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2016M11",146
"Melhus","30-74 år","Personer registrert helt arbeidsledige","2017M11",102
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2009M11",88
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2010M11",103
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2011M11",85
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2012M11",79
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2013M11",79
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2014M11",89
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2015M11",81
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2016M11",80
"Skaun","15-74 år","Personer registrert helt arbeidsledige","2017M11",59
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2009M11",43
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2010M11",38
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2011M11",26
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2012M11",31
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2013M11",31
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2014M11",34
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2015M11",32
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2016M11",28
"Skaun","15-29 år","Personer registrert helt arbeidsledige","2017M11",25
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2009M11",45
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2010M11",65
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2011M11",59
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2012M11",48
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2013M11",48
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2014M11",55
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2015M11",49
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2016M11",52
"Skaun","30-74 år","Personer registrert helt arbeidsledige","2017M11",34
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2009M11",72
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2010M11",94
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2011M11",59
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2012M11",63
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2013M11",68
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2014M11",90
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2015M11",94
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2016M11",70
"Klæbu","15-74 år","Personer registrert helt arbeidsledige","2017M11",61
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2009M11",30
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2010M11",44
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2011M11",25
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2012M11",26
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2013M11",35
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2014M11",31
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2015M11",42
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2016M11",21
"Klæbu","15-29 år","Personer registrert helt arbeidsledige","2017M11",17
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2009M11",42
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2010M11",50
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2011M11",34
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2012M11",37
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2013M11",33
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2014M11",59
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2015M11",52
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2016M11",49
"Klæbu","30-74 år","Personer registrert helt arbeidsledige","2017M11",44
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2009M11",157
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2010M11",143
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2011M11",142
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2012M11",119
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2013M11",154
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2014M11",173
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2015M11",177
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2016M11",182
"Malvik","15-74 år","Personer registrert helt arbeidsledige","2017M11",147
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2009M11",60
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2010M11",40
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2011M11",53
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2012M11",37
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2013M11",52
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2014M11",45
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2015M11",54
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2016M11",57
"Malvik","15-29 år","Personer registrert helt arbeidsledige","2017M11",42
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2009M11",97
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2010M11",103
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2011M11",89
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2012M11",82
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2013M11",102
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2014M11",128
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2015M11",123
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2016M11",125
"Malvik","30-74 år","Personer registrert helt arbeidsledige","2017M11",105
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2009M11",49
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2010M11",40
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2011M11",33
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2012M11",39
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2013M11",38
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2014M11",34
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2015M11",39
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2016M11",28
"Selbu","15-74 år","Personer registrert helt arbeidsledige","2017M11",22
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2009M11",14
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2010M11",12
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2011M11",12
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2012M11",13
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2013M11",11
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2014M11",11
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2015M11",12
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2016M11",10
"Selbu","15-29 år","Personer registrert helt arbeidsledige","2017M11",8
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2009M11",35
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2010M11",28
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2011M11",21
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2012M11",26
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2013M11",27
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2014M11",23
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2015M11",27
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2016M11",18
"Selbu","30-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2010M11",9
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2011M11",4
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2012M11",10
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2013M11",4
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2015M11",10
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2016M11",6
"Tydal","15-74 år","Personer registrert helt arbeidsledige","2017M11",5
"Tydal","15-29 år","Personer registrert helt arbeidsledige","2010M11",6
"Tydal","15-29 år","Personer registrert helt arbeidsledige","2012M11",5
"Tydal","15-29 år","Personer registrert helt arbeidsledige","2015M11",5
"Tydal","15-29 år","Personer registrert helt arbeidsledige","2016M11",3
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2010M11",3
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2011M11",4
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2012M11",5
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2014M11",5
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2015M11",5
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2016M11",3
"Tydal","30-74 år","Personer registrert helt arbeidsledige","2017M11",5
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2009M11",1734
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2010M11",1618
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2011M11",1449
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2012M11",1394
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2013M11",1657
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2014M11",1761
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2015M11",1740
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2016M11",1434
"Nord-Trøndelag","15-74 år","Personer registrert helt arbeidsledige","2017M11",1298
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2009M11",658
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2010M11",616
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2011M11",581
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2012M11",525
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2013M11",647
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2014M11",641
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2015M11",611
"Nord-Trøndelag","15-29 år","Personer registrert helt arbeidsledige","2016M11",435
